extension,char,codepoint
Extension B,𠇰,U+201F0
Extension B,𧪞,U+27A9E
Extension B,𡓁,U+214C1
Extension B,𢖘,U+22598
Extension B,𠡍,U+2084D
Extension B,𨩼,U+28A7C
Extension B,𥿄,U+25FC4
Extension B,𨨫,U+28A2B
Extension B,𨗴,U+285F4
Extension B,𥸹,U+25E39
Extension B,𧽍,U+27F4D
Extension B,𩻮,U+29EEE
Extension B,𧉼,U+2727C
Extension B,𦙀,U+26640
Extension B,𤏚,U+243DA
Extension B,𣳑,U+23CD1
Extension B,𡦺,U+219BA
Extension B,𤑐,U+24450
Extension B,𦤻,U+2693B
Extension B,𨅎,U+2814E
Extension B,𠏮,U+203EE
Extension B,𨝎,U+2874E
Extension B,𨺗,U+28E97
Extension B,𧮪,U+27BAA
Extension B,𤇥,U+241E5
Extension B,𨴏,U+28D0F
Extension B,𨹃,U+28E43
Extension B,𧲣,U+27CA3
Extension B,𥣖,U+258D6
Extension B,𢯰,U+22BF0
Extension B,𩱕,U+29C55
Extension B,𥅆,U+25146
Extension B,𦩠,U+26A60
Extension B,𨒩,U+284A9
Extension B,𦱦,U+26C66
Extension B,𣽃,U+23F43
Extension B,𧯠,U+27BE0
Extension B,𧷒,U+27DD2
Extension B,𦅀,U+26140
Extension B,𣹋,U+23E4B
Extension B,𠕵,U+20575
Extension B,𨉁,U+28241
Extension B,𤌋,U+2430B
Extension B,𡽱,U+21F71
Extension B,𣐜,U+2341C
Extension B,𥆼,U+251BC
Extension B,𢕍,U+2254D
Extension B,𠼢,U+20F22
Extension B,𢋫,U+222EB
Extension B,𠈷,U+20237
Extension B,𦸀,U+26E00
Extension B,𢉿,U+2227F
Extension B,𨶿,U+28DBF
Extension B,𪄷,U+2A137
Extension B,𣹗,U+23E57
Extension B,𨧷,U+289F7
Extension B,𡷧,U+21DE7
Extension B,𧴪,U+27D2A
Extension B,𣅀,U+23140
Extension B,𢒰,U+224B0
Extension B,𣄃,U+23103
Extension B,𨭰,U+28B70
Extension B,𢹸,U+22E78
Extension B,𠨒,U+20A12
Extension B,𣵿,U+23D7F
Extension B,𢐥,U+22425
Extension B,𡘃,U+21603
Extension B,𤦳,U+249B3
Extension B,𣐠,U+23420
Extension B,𦅌,U+2614C
Extension B,𧤤,U+27924
Extension B,𧜧,U+27727
Extension B,𣖃,U+23583
Extension B,𤩝,U+24A5D
Extension B,𢬎,U+22B0E
Extension B,𨽒,U+28F52
Extension B,𣅉,U+23149
Extension B,𨶱,U+28DB1
Extension B,𩹎,U+29E4E
Extension B,𠨸,U+20A38
Extension B,𧱃,U+27C43
Extension B,𥣂,U+258C2
Extension B,𦨚,U+26A1A
Extension B,𣓐,U+234D0
Extension B,𩩛,U+29A5B
Extension B,𥗩,U+255E9
Extension B,𦻏,U+26ECF
Extension B,𩿁,U+29FC1
Extension B,𢋆,U+222C6
Extension B,𩀛,U+2901B
Extension B,𧗦,U+275E6
Extension B,𨮂,U+28B82
Extension B,𣼩,U+23F29
Extension B,𡺨,U+21EA8
Extension B,𡵌,U+21D4C
Extension B,𤊄,U+24284
Extension B,𤏳,U+243F3
Extension B,𤧚,U+249DA
Extension B,𡶵,U+21DB5
Extension B,𣇤,U+231E4
Extension B,𢱋,U+22C4B
Extension B,𥯨,U+25BE8
Extension B,𦰩,U+26C29
Extension B,𤌦,U+24326
Extension B,𦅛,U+2615B
Extension B,𣺂,U+23E82
Extension B,𩊚,U+2929A
Extension B,𠌭,U+2032D
Extension B,𣻞,U+23EDE
Extension B,𨖌,U+2858C
Extension B,𤡛,U+2485B
Extension B,𧔒,U+27512
Extension B,𩅅,U+29145
Extension B,𠹉,U+20E49
Extension B,𢓭,U+224ED
Extension B,𨷺,U+28DFA
Extension B,𪔇,U+2A507
Extension B,𦅦,U+26166
Extension B,𧹑,U+27E51
Extension B,𧩪,U+27A6A
Extension B,𤯹,U+24BF9
Extension B,𡞾,U+217BE
Extension B,𩿂,U+29FC2
Extension B,𨯣,U+28BE3
Extension B,𠩵,U+20A75
Extension B,𨑖,U+28456
Extension B,𡥶,U+21976
Extension B,𡴼,U+21D3C
Extension B,𧈇,U+27207
Extension B,𤲴,U+24CB4
Extension B,𥠅,U+25805
Extension B,𤍢,U+24362
Extension B,𧇫,U+271EB
Extension B,𠫐,U+20AD0
Extension B,𤥨,U+24968
Extension B,𢝌,U+2274C
Extension B,𠉦,U+20266
Extension B,𣭒,U+23B52
Extension B,𧃽,U+270FD
Extension B,𤂍,U+2408D
Extension B,𦗳,U+265F3
Extension B,𢄟,U+2211F
Extension B,𥑐,U+25450
Extension B,𣳿,U+23CFF
Extension B,𨛬,U+286EC
Extension B,𦊷,U+262B7
Extension B,𢋻,U+222FB
Extension B,𧙣,U+27663
Extension B,𠫝,U+20ADD
Extension B,𠐻,U+2043B
Extension B,𠠵,U+20835
Extension B,𨲂,U+28C82
Extension B,𢠼,U+2283C
Extension B,𨵔,U+28D54
Extension B,𠪎,U+20A8E
Extension B,𧵌,U+27D4C
Extension B,𤖓,U+24593
Extension B,𨛭,U+286ED
Extension B,𣔭,U+2352D
Extension B,𣸜,U+23E1C
Extension B,𣠞,U+2381E
Extension B,𤈦,U+24226
Extension B,𥿓,U+25FD3
Extension B,𠰉,U+20C09
Extension B,𣌪,U+2332A
Extension B,𥘴,U+25634
Extension B,𣶀,U+23D80
Extension B,𡒊,U+2148A
Extension B,𩡩,U+29869
Extension B,𦺬,U+26EAC
Extension B,𥻱,U+25EF1
Extension B,𡑋,U+2144B
Extension B,𤊅,U+24285
Extension B,𡎘,U+21398
Extension B,𧜕,U+27715
Extension B,𥥙,U+25959
Extension B,𨧫,U+289EB
Extension B,𡏱,U+213F1
Extension B,𥲆,U+25C86
Extension B,𡡉,U+21849
Extension B,𤕖,U+24556
Extension B,𤄭,U+2412D
Extension B,𢽏,U+22F4F
Extension B,𦯐,U+26BD0
Extension B,𦰺,U+26C3A
Extension B,𡛚,U+216DA
Extension B,𥿰,U+25FF0
Extension B,𤃔,U+240D4
Extension B,𦒏,U+2648F
Extension B,𩤽,U+2993D
Extension B,𢓀,U+224C0
Extension B,𥯦,U+25BE6
Extension B,𠸍,U+20E0D
Extension B,𤧎,U+249CE
Extension B,𨍱,U+28371
Extension B,𢢭,U+228AD
Extension B,𩋃,U+292C3
Extension B,𠔏,U+2050F
Extension B,𧄉,U+27109
Extension B,𦝄,U+26744
Extension B,𡝐,U+21750
Extension B,𥝐,U+25750
Extension B,𨪁,U+28A81
Extension B,𣴭,U+23D2D
Extension B,𢁕,U+22055
Extension B,𠆹,U+201B9
Extension B,𤱀,U+24C40
Extension B,𥡸,U+25878
Extension B,𢐔,U+22414
Extension B,𩳒,U+29CD2
Extension B,𣎮,U+233AE
Extension B,𩗴,U+295F4
Extension B,𧽖,U+27F56
Extension B,𠮨,U+20BA8
Extension B,𩹹,U+29E79
Extension B,𠀕,U+20015
Extension B,𦰯,U+26C2F
Extension B,𨝡,U+28761
Extension B,𦝚,U+2675A
Extension B,𤨆,U+24A06
Extension B,𡊚,U+2129A
Extension B,𥪤,U+25AA4
Extension B,𡼙,U+21F19
Extension B,𡵕,U+21D55
Extension B,𣸣,U+23E23
Extension B,𧁜,U+2705C
Extension B,𣖾,U+235BE
Extension B,𩡖,U+29856
Extension B,𧡀,U+27840
Extension B,𧥱,U+27971
Extension B,𤤴,U+24934
Extension B,𤃃,U+240C3
Extension B,𨪶,U+28AB6
Extension B,𡷗,U+21DD7
Extension B,𡐓,U+21413
Extension B,𡓳,U+214F3
Extension B,𧫆,U+27AC6
Extension B,𩨏,U+29A0F
Extension B,𧗿,U+275FF
Extension B,𩄚,U+2911A
Extension B,𥒈,U+25488
Extension B,𤤟,U+2491F
Extension B,𣘳,U+23633
Extension B,𨁷,U+28077
Extension B,𧢻,U+278BB
Extension B,𦻆,U+26EC6
Extension B,𠈑,U+20211
Extension B,𢒟,U+2249F
Extension B,𢖷,U+225B7
Extension B,𪋤,U+2A2E4
Extension B,𤑬,U+2446C
Extension B,𦞧,U+267A7
Extension B,𨴵,U+28D35
Extension B,𠒃,U+20483
Extension B,𦇡,U+261E1
Extension B,𠔃,U+20503
Extension B,𣚶,U+236B6
Extension B,𨭘,U+28B58
Extension B,𤩧,U+24A67
Extension B,𣝃,U+23743
Extension B,𨯚,U+28BDA
Extension B,𣿭,U+23FED
Extension B,𩂠,U+290A0
Extension B,𦈟,U+2621F
Extension B,𡒌,U+2148C
Extension B,𨚣,U+286A3
Extension B,𩡘,U+29858
Extension B,𤥅,U+24945
Extension B,𨌘,U+28318
Extension B,𢏕,U+223D5
Extension B,𪓐,U+2A4D0
Extension B,𢁿,U+2207F
Extension B,𣺢,U+23EA2
Extension B,𧷿,U+27DFF
Extension B,𣆴,U+231B4
Extension B,𠵸,U+20D78
Extension B,𠎿,U+203BF
Extension B,𨔆,U+28506
Extension B,𣭜,U+23B5C
Extension B,𤯛,U+24BDB
Extension B,𣹙,U+23E59
Extension B,𠎞,U+2039E
Extension B,𨰄,U+28C04
Extension B,𠢣,U+208A3
Extension B,𥫝,U+25ADD
Extension B,𩢿,U+298BF
Extension B,𥥆,U+25946
Extension B,𨜵,U+28735
Extension B,𢥴,U+22974
Extension B,𡘍,U+2160D
Extension B,𣈶,U+23236
Extension B,𣶈,U+23D88
Extension B,𩀕,U+29015
Extension B,𤜐,U+24710
Extension B,𤃡,U+240E1
Extension B,𡧪,U+219EA
Extension B,𤈢,U+24222
Extension B,𢢜,U+2289C
Extension B,𦆱,U+261B1
Extension B,𧷠,U+27DE0
Extension B,𢳆,U+22CC6
Extension B,𡷈,U+21DC8
Extension B,𦁟,U+2605F
Extension B,𥰜,U+25C1C
Extension B,𦰻,U+26C3B
Extension B,𤏭,U+243ED
Extension B,𨸢,U+28E22
Extension B,𦿵,U+26FF5
Extension B,𦶳,U+26DB3
Extension B,𤔑,U+24511
Extension B,𥱒,U+25C52
Extension B,𥹊,U+25E4A
Extension B,𡍒,U+21352
Extension B,𦐨,U+26428
Extension B,𢗖,U+225D6
Extension B,𢛁,U+226C1
Extension B,𢣷,U+228F7
Extension B,𨧕,U+289D5
Extension B,𠱜,U+20C5C
Extension B,𥪋,U+25A8B
Extension B,𩾹,U+29FB9
Extension B,𥩬,U+25A6C
Extension B,𨌵,U+28335
Extension B,𩃇,U+290C7
Extension B,𥛍,U+256CD
Extension B,𦄾,U+2613E
Extension B,𦽌,U+26F4C
Extension B,𧝿,U+2777F
Extension B,𥿡,U+25FE1
Extension B,𣠦,U+23826
Extension B,𨸟,U+28E1F
Extension B,𪊨,U+2A2A8
Extension B,𦗡,U+265E1
Extension B,𢍜,U+2235C
Extension B,𥥛,U+2595B
Extension B,𠋢,U+202E2
Extension B,𤇐,U+241D0
Extension B,𢕻,U+2257B
Extension B,𥙿,U+2567F
Extension B,𨩆,U+28A46
Extension B,𧛹,U+276F9
Extension B,𢊗,U+22297
Extension B,𧰙,U+27C19
Extension B,𤗶,U+245F6
Extension B,𡻷,U+21EF7
Extension B,𪅃,U+2A143
Extension B,𩄻,U+2913B
Extension B,𡹵,U+21E75
Extension B,𩯇,U+29BC7
Extension B,𤧼,U+249FC
Extension B,𨺚,U+28E9A
Extension B,𣁾,U+2307E
Extension B,𪀭,U+2A02D
Extension B,𢕳,U+22573
Extension B,𤤄,U+24904
Extension B,𥳍,U+25CCD
Extension B,𩂜,U+2909C
Extension B,𣪝,U+23A9D
Extension B,𪔃,U+2A503
Extension B,𣝎,U+2374E
Extension B,𢷊,U+22DCA
Extension B,𥒋,U+2548B
Extension B,𨮸,U+28BB8
Extension B,𩆩,U+291A9
Extension B,𧇛,U+271DB
Extension B,𨩗,U+28A57
Extension B,𨦂,U+28982
Extension B,𥁟,U+2505F
Extension B,𨧣,U+289E3
Extension B,𩄟,U+2911F
Extension B,𨚑,U+28691
Extension B,𪊿,U+2A2BF
Extension B,𤥠,U+24960
Extension B,𤨿,U+24A3F
Extension B,𦅰,U+26170
Extension B,𨖕,U+28595
Extension B,𡸢,U+21E22
Extension B,𦏴,U+263F4
Extension B,𧇖,U+271D6
Extension B,𨿧,U+28FE7
Extension B,𦵽,U+26D7D
Extension B,𢗝,U+225DD
Extension B,𩣗,U+298D7
Extension B,𪄂,U+2A102
Extension B,𪁸,U+2A078
Extension B,𤪐,U+24A90
Extension B,𩿅,U+29FC5
Extension B,𡣕,U+218D5
Extension B,𥾐,U+25F90
Extension B,𩅿,U+2917F
Extension B,𦐇,U+26407
Extension B,𢚓,U+22693
Extension B,𨰻,U+28C3B
Extension B,𡻬,U+21EEC
Extension B,𦾸,U+26FB8
Extension B,𡺌,U+21E8C
Extension B,𤌙,U+24319
Extension B,𦐤,U+26424
Extension B,𢴥,U+22D25
Extension B,𥸵,U+25E35
Extension B,𦼱,U+26F31
Extension B,𠱐,U+20C50
Extension B,𦃊,U+260CA
Extension B,𡐡,U+21421
Extension B,𡌨,U+21328
Extension B,𣅂,U+23142
Extension B,𢛆,U+226C6
Extension B,𦲥,U+26CA5
Extension B,𤐤,U+24424
Extension B,𧸱,U+27E31
Extension B,𩤏,U+2990F
Extension B,𢰅,U+22C05
Extension B,𥅦,U+25166
Extension B,𩐟,U+2941F
Extension B,𣣱,U+238F1
Extension B,𤬎,U+24B0E
Extension B,𢴤,U+22D24
Extension B,𥙹,U+25679
Extension B,𢷤,U+22DE4
Extension B,𠍼,U+2037C
Extension B,𪂇,U+2A087
Extension B,𩫏,U+29ACF
Extension B,𡵦,U+21D66
Extension B,𩧰,U+299F0
Extension B,𣢟,U+2389F
Extension B,𥄆,U+25106
Extension B,𥝸,U+25778
Extension B,𨙿,U+2867F
Extension B,𡟄,U+217C4
Extension B,𦙶,U+26676
Extension B,𩥂,U+29942
Extension B,𦂶,U+260B6
Extension B,𨥆,U+28946
Extension B,𦭎,U+26B4E
Extension B,𥳣,U+25CE3
Extension B,𨍰,U+28370
Extension B,𣿨,U+23FE8
Extension B,𨉩,U+28269
Extension B,𡍼,U+2137C
Extension B,𦱁,U+26C41
Extension B,𥙫,U+2566B
Extension B,𣑉,U+23449
Extension B,𥭛,U+25B5B
Extension B,𦗕,U+265D5
Extension B,𦳩,U+26CE9
Extension B,𨭣,U+28B63
Extension B,𣾀,U+23F80
Extension B,𤀠,U+24020
Extension B,𨋩,U+282E9
Extension B,𩥐,U+29950
Extension B,𣈿,U+2323F
Extension B,𧗾,U+275FE
Extension B,𥜔,U+25714
Extension B,𡙆,U+21646
Extension B,𤆝,U+2419D
Extension B,𤦸,U+249B8
Extension B,𨴡,U+28D21
Extension B,𦐿,U+2643F
Extension B,𣟯,U+237EF
Extension B,𥕎,U+2554E
Extension B,𡑑,U+21451
Extension B,𩒐,U+29490
Extension B,𤩰,U+24A70
Extension B,𣜆,U+23706
Extension B,𣇛,U+231DB
Extension B,𩶱,U+29DB1
Extension B,𧘲,U+27632
Extension B,𩾁,U+29F81
Extension B,𣵎,U+23D4E
Extension B,𡡅,U+21845
Extension B,𧸤,U+27E24
Extension B,𩘼,U+2963C
Extension B,𦊽,U+262BD
Extension B,𥣞,U+258DE
Extension B,𢳾,U+22CFE
Extension B,𣇍,U+231CD
Extension B,𩀀,U+29000
Extension B,𤽑,U+24F51
Extension B,𡝂,U+21742
Extension B,𩘎,U+2960E
Extension B,𤤐,U+24910
Extension B,𨛐,U+286D0
Extension B,𨓮,U+284EE
Extension B,𧽑,U+27F51
Extension B,𥘌,U+2560C
Extension B,𧯹,U+27BF9
Extension B,𢄱,U+22131
Extension B,𡷞,U+21DDE
Extension B,𠳨,U+20CE8
Extension B,𣋝,U+232DD
Extension B,𡕸,U+21578
Extension B,𦘚,U+2661A
Extension B,𤩶,U+24A76
Extension B,𦅅,U+26145
Extension B,𨐈,U+28408
Extension B,𦕃,U+26543
Extension B,𥝖,U+25756
Extension B,𣻂,U+23EC2
Extension B,𠿿,U+20FFF
Extension B,𢽰,U+22F70
Extension B,𥿘,U+25FD8
Extension B,𢃑,U+220D1
Extension B,𦀬,U+2602C
Extension B,𢻃,U+22EC3
Extension B,𥺃,U+25E83
Extension B,𩃷,U+290F7
Extension B,𢦤,U+229A4
Extension B,𡿊,U+21FCA
Extension B,𦊇,U+26287
Extension B,𤥓,U+24953
Extension B,𨿅,U+28FC5
Extension B,𨎍,U+2838D
Extension B,𦇬,U+261EC
Extension B,𨥎,U+2894E
Extension B,𧺻,U+27EBB
Extension B,𢙫,U+2266B
Extension B,𪑝,U+2A45D
Extension B,𧦯,U+279AF
Extension B,𥝪,U+2576A
Extension B,𢔅,U+22505
Extension B,𪑌,U+2A44C
Extension B,𪁮,U+2A06E
Extension B,𨑇,U+28447
Extension B,𢇪,U+221EA
Extension B,𨔦,U+28526
Extension B,𦜝,U+2671D
Extension B,𡓕,U+214D5
Extension B,𩘋,U+2960B
Extension B,𨺋,U+28E8B
Extension B,𤐒,U+24412
Extension B,𣽗,U+23F57
Extension B,𩒺,U+294BA
Extension B,𢞺,U+227BA
Extension B,𨼮,U+28F2E
Extension B,𨫑,U+28AD1
Extension B,𣱲,U+23C72
Extension B,𣖕,U+23595
Extension B,𦅈,U+26148
Extension B,𨢉,U+28889
Extension B,𡊠,U+212A0
Extension B,𥵚,U+25D5A
Extension B,𩂰,U+290B0
Extension B,𡐣,U+21423
Extension B,𣡌,U+2384C
Extension B,𧵑,U+27D51
Extension B,𡚭,U+216AD
Extension B,𨖙,U+28599
Extension B,𪗸,U+2A5F8
Extension B,𧨕,U+27A15
Extension B,𤋃,U+242C3
Extension B,𣢖,U+23896
Extension B,𢙏,U+2264F
Extension B,𨦗,U+28997
Extension B,𣣎,U+238CE
Extension B,𣔄,U+23504
Extension B,𤑺,U+2447A
Extension B,𤌍,U+2430D
Extension B,𢌜,U+2231C
Extension B,𩢼,U+298BC
Extension B,𠊧,U+202A7
Extension B,𡇳,U+211F3
Extension B,𥞁,U+25781
Extension B,𦈅,U+26205
Extension B,𨫠,U+28AE0
Extension B,𠅛,U+2015B
Extension B,𣲉,U+23C89
Extension B,𩐳,U+29433
Extension B,𧆾,U+271BE
Extension B,𡸯,U+21E2F
Extension B,𦶸,U+26DB8
Extension B,𢌝,U+2231D
Extension B,𤌁,U+24301
Extension B,𡴯,U+21D2F
Extension B,𨔝,U+2851D
Extension B,𤧫,U+249EB
Extension B,𩒚,U+2949A
Extension B,𣠄,U+23804
Extension B,𤊴,U+242B4
Extension B,𩾵,U+29FB5
Extension B,𩉼,U+2927C
Extension B,𢓵,U+224F5
Extension B,𦥏,U+2694F
Extension B,𪆣,U+2A1A3
Extension B,𢰹,U+22C39
Extension B,𣓶,U+234F6
Extension B,𤤆,U+24906
Extension B,𨙉,U+28649
Extension B,𨎴,U+283B4
Extension B,𦛙,U+266D9
Extension B,𧧰,U+279F0
Extension B,𨭺,U+28B7A
Extension B,𠬆,U+20B06
Extension B,𠻸,U+20EF8
Extension B,𥫸,U+25AF8
Extension B,𦅡,U+26161
Extension B,𤩲,U+24A72
Extension B,𢃛,U+220DB
Extension B,𤏪,U+243EA
Extension B,𡏟,U+213DF
Extension B,𠩙,U+20A59
Extension B,𧬼,U+27B3C
Extension B,𩞄,U+29784
Extension B,𢙐,U+22650
Extension B,𣶏,U+23D8F
Extension B,𤍕,U+24355
Extension B,𤌧,U+24327
Extension B,𧴽,U+27D3D
Extension B,𦁳,U+26073
Extension B,𦴷,U+26D37
Extension B,𤁅,U+24045
Extension B,𤪱,U+24AB1
Extension B,𠹛,U+20E5B
Extension B,𦗵,U+265F5
Extension B,𣗚,U+235DA
Extension B,𧙹,U+27679
Extension B,𤲊,U+24C8A
Extension B,𣁵,U+23075
Extension B,𢗓,U+225D3
Extension B,𣏸,U+233F8
Extension B,𤐯,U+2442F
Extension B,𣝌,U+2374C
Extension B,𧯥,U+27BE5
Extension B,𠮟,U+20B9F
Extension B,𣸫,U+23E2B
Extension B,𡵖,U+21D56
Extension B,𨹹,U+28E79
Extension B,𠏭,U+203ED
Extension B,𢛿,U+226FF
Extension B,𥂇,U+25087
Extension B,𦍗,U+26357
Extension B,𡧧,U+219E7
Extension B,𦶜,U+26D9C
Extension B,𨦱,U+289B1
Extension B,𧂸,U+270B8
Extension B,𧙚,U+2765A
Extension B,𥿽,U+25FFD
Extension B,𣉿,U+2327F
Extension B,𪂒,U+2A092
Extension B,𢱆,U+22C46
Extension B,𡸷,U+21E37
Extension B,𤑔,U+24454
Extension B,𣑴,U+23474
Extension B,𢟽,U+227FD
Extension B,𠋆,U+202C6
Extension B,𤲻,U+24CBB
Extension B,𨢇,U+28887
Extension B,𣳗,U+23CD7
Extension B,𥈽,U+2523D
Extension B,𢽞,U+22F5E
Extension B,𧂋,U+2708B
Extension B,𠮢,U+20BA2
Extension B,𥹅,U+25E45
Extension B,𤤽,U+2493D
Extension B,𢛟,U+226DF
Extension B,𢁲,U+22072
Extension B,𤲆,U+24C86
Extension B,𥳉,U+25CC9
Extension B,𥼶,U+25F36
Extension B,𣏥,U+233E5
Extension B,𠮥,U+20BA5
Extension B,𦹾,U+26E7E
Extension B,𣸬,U+23E2C
Extension B,𥮾,U+25BBE
Extension B,𪎮,U+2A3AE
Extension B,𨬩,U+28B29
Extension B,𤩸,U+24A78
Extension B,𦟪,U+267EA
Extension B,𥎰,U+253B0
Extension B,𨖻,U+285BB
Extension B,𪋿,U+2A2FF
Extension B,𢓮,U+224EE
Extension B,𩡎,U+2984E
Extension B,𨰚,U+28C1A
Extension B,𢔟,U+2251F
Extension B,𢘽,U+2263D
Extension B,𩹚,U+29E5A
Extension B,𣴃,U+23D03
Extension B,𧶜,U+27D9C
Extension B,𠉤,U+20264
Extension B,𨼫,U+28F2B
Extension B,𡻇,U+21EC7
Extension B,𣼗,U+23F17
Extension B,𦜰,U+26730
Extension B,𢱌,U+22C4C
Extension B,𧘿,U+2763F
Extension B,𣇾,U+231FE
Extension B,𧦫,U+279AB
Extension B,𧹒,U+27E52
Extension B,𧬋,U+27B0B
Extension B,𢣚,U+228DA
Extension B,𡱝,U+21C5D
Extension B,𩽆,U+29F46
Extension B,𡨟,U+21A1F
Extension B,𢙡,U+22661
Extension B,𤦂,U+24982
Extension B,𢉅,U+22245
Extension B,𠬅,U+20B05
Extension B,𠗆,U+205C6
Extension B,𩥱,U+29971
Extension B,𨪛,U+28A9B
Extension B,𧚁,U+27681
Extension B,𦚠,U+266A0
Extension B,𣟃,U+237C3
Extension B,𩅽,U+2917D
Extension B,𨌳,U+28333
Extension B,𢭟,U+22B5F
Extension B,𩆃,U+29183
Extension B,𢫕,U+22AD5
Extension B,𩄑,U+29111
Extension B,𣰦,U+23C26
Extension B,𧪢,U+27AA2
Extension B,𥢸,U+258B8
Extension B,𠂢,U+200A2
Extension B,𣼽,U+23F3D
Extension B,𣓂,U+234C2
Extension B,𨎃,U+28383
Extension B,𦓯,U+264EF
Extension B,𨂊,U+2808A
Extension B,𢲎,U+22C8E
Extension B,𧄽,U+2713D
Extension B,𧠷,U+27837
Extension B,𦶀,U+26D80
Extension B,𡼖,U+21F16
Extension B,𤊥,U+242A5
Extension B,𧻲,U+27EF2
Extension B,𠰳,U+20C33
Extension B,𩖺,U+295BA
Extension B,𡥁,U+21941
Extension B,𧦿,U+279BF
Extension B,𤤀,U+24900
Extension B,𩆶,U+291B6
Extension B,𡵧,U+21D67
Extension B,𢭞,U+22B5E
Extension B,𢙺,U+2267A
Extension B,𤧝,U+249DD
Extension B,𢕋,U+2254B
Extension B,𢜬,U+2272C
Extension B,𡹪,U+21E6A
Extension B,𨥶,U+28976
Extension B,𢪷,U+22AB7
Extension B,𨰗,U+28C17
Extension B,𢗲,U+225F2
Extension B,𢡁,U+22841
Extension B,𨒹,U+284B9
Extension B,𣇳,U+231F3
Extension B,𦤼,U+2693C
Extension B,𦂺,U+260BA
Extension B,𧧯,U+279EF
Extension B,𤆍,U+2418D
Extension B,𨗳,U+285F3
Extension B,𧶄,U+27D84
Extension B,𣌥,U+23325
Extension B,𥅁,U+25141
Extension B,𦵼,U+26D7C
Extension B,𡀂,U+21002
Extension B,𤥳,U+24973
Extension B,𠐽,U+2043D
Extension B,𩟃,U+297C3
Extension B,𨌮,U+2832E
Extension B,𪃾,U+2A0FE
Extension B,𠝳,U+20773
Extension B,𢧈,U+229C8
Extension B,𧥍,U+2794D
Extension B,𧼪,U+27F2A
Extension B,𥜃,U+25703
Extension B,𢘷,U+22637
Extension B,𥬎,U+25B0E
Extension B,𣺬,U+23EAC
Extension B,𡓭,U+214ED
Extension B,𤰩,U+24C29
Extension B,𨡯,U+2886F
Extension B,𦓒,U+264D2
Extension B,𡣙,U+218D9
Extension B,𠇣,U+201E3
Extension B,𨨸,U+28A38
Extension B,𦈢,U+26222
Extension B,𩆄,U+29184
Extension B,𨕍,U+2854D
Extension B,𪔂,U+2A502
Extension B,𠗫,U+205EB
Extension B,𨯮,U+28BEE
Extension B,𠎣,U+203A3
Extension B,𤪪,U+24AAA
Extension B,𦖿,U+265BF
Extension B,𤆅,U+24185
Extension B,𡶇,U+21D87
Extension B,𩢽,U+298BD
Extension B,𨕖,U+28556
Extension B,𧪙,U+27A99
Extension B,𨦎,U+2898E
Extension B,𢡂,U+22842
Extension B,𡜍,U+2170D
Extension B,𨎰,U+283B0
Extension B,𥘡,U+25621
Extension B,𣉚,U+2325A
Extension B,𧘞,U+2761E
Extension B,𩃶,U+290F6
Extension B,𢝔,U+22754
Extension B,𧾍,U+27F8D
Extension B,𢫴,U+22AF4
Extension B,𣜍,U+2370D
Extension B,𡹰,U+21E70
Extension B,𦟥,U+267E5
Extension B,𨮖,U+28B96
Extension B,𣳳,U+23CF3
Extension B,𥦎,U+2598E
Extension B,𣅹,U+23179
Extension B,𤣿,U+248FF
Extension B,𣾫,U+23FAB
Extension B,𦒀,U+26480
Extension B,𤍐,U+24350
Extension B,𤽮,U+24F6E
Extension B,𡎔,U+21394
Extension B,𢶂,U+22D82
Extension B,𦬊,U+26B0A
Extension B,𣽤,U+23F64
Extension B,𡗗,U+215D7
Extension B,𤤈,U+24908
Extension B,𡧉,U+219C9
Extension B,𧄇,U+27107
Extension B,𩂬,U+290AC
Extension B,𣷣,U+23DE3
Extension B,𤛑,U+246D1
Extension B,𣈫,U+2322B
Extension B,𦅄,U+26144
Extension B,𩗚,U+295DA
Extension B,𦅘,U+26158
Extension B,𤋲,U+242F2
Extension B,𣐞,U+2341E
Extension B,𡌬,U+2132C
Extension B,𦛟,U+266DF
Extension B,𤍵,U+24375
Extension B,𨔲,U+28532
Extension B,𡻒,U+21ED2
Extension B,𢝯,U+2276F
Extension B,𢒀,U+22480
Extension B,𣖻,U+235BB
Extension B,𢊷,U+222B7
Extension B,𤤛,U+2491B
Extension B,𠡨,U+20868
Extension B,𢪘,U+22A98
Extension B,𨗇,U+285C7
Extension B,𩂍,U+2908D
Extension B,𣉕,U+23255
Extension B,𡎋,U+2138B
Extension B,𡼱,U+21F31
Extension B,𣩃,U+23A43
Extension B,𣷴,U+23DF4
Extension B,𪊋,U+2A28B
Extension B,𧗴,U+275F4
Extension B,𦼮,U+26F2E
Extension B,𥚨,U+256A8
Extension B,𨭹,U+28B79
Extension B,𦅵,U+26175
Extension B,𦙖,U+26656
Extension B,𡼽,U+21F3D
Extension B,𠫊,U+20ACA
Extension B,𣑈,U+23448
Extension B,𠑣,U+20463
Extension B,𢪉,U+22A89
Extension B,𢭗,U+22B57
Extension B,𩕢,U+29562
Extension B,𦿄,U+26FC4
Extension B,𥁞,U+2505E
Extension B,𣔿,U+2353F
Extension B,𣷱,U+23DF1
Extension B,𩋾,U+292FE
Extension B,𧼯,U+27F2F
Extension B,𨉗,U+28257
Extension B,𨜳,U+28733
Extension B,𦗣,U+265E3
Extension B,𨗠,U+285E0
Extension B,𡼏,U+21F0F
